1	1032650081.0
2	1032650082.0
3	1032650083.0
4	1032650086.0
5	1032650071.0
6	1032650072.0
7	1032650076.0
8	1032650078.0
9	1032650010.0
10	1032650011.0
11	1032650016.0
12	1032650027.0
13	1032650028.0
14	1032650029.0
15	1032650030.0
16	1032650031.0
17	1032650032.0
18	1032650017.0
19	1032650012.0
20	1032650013.0
21	1032650014.0
22	1032650015.0
23	1032650103.0
24	1032650104.0
25	1032650105.0
26	1032650106.0
27	1032650107.0
28	1032650045.0
29	1032650046.0
30	1032650047.0
31	1032650039.0
32	1032650040.0
33	1032650041.0
34	1032650042.0
35	1032650043.0
36	1032650044.0
37	1032650102.0
38	1032650100.0
39	1032650101.0
40	1032650096.0
41	1032650097.0
42	1032650098.0
43	1032650099.0
44	1032650038.0
45	1032650036.0
46	1032650037.0
47	1032650033.0
48	1032650034.0
49	1032650035.0
50	1032650008.0
51	1032650009.0
52	1032650004.0
53	1032650005.0
54	1032650006.0
55	1032650007.0
56	1032650003.0
57	1032650092.0
58	1032650093.0
59	1032650094.0
60	1032650095.0
61	1032650088.0
62	1032650089.0
63	1032650090.0
64	1032650091.0
65	1032650026.0
66	1032650024.0
67	1032650025.0
68	1032650021.0
69	1032650022.0
70	1032650023.0
71	1032650002.0
72	1032650001.0
73	1032650063.0
74	1032650061.0
75	1032650070.0
76	1032650065.0
77	1032650087.0
78	1032650084.0
79	1032650085.0
80	1032650080.0
81	1032650066.0
82	1032650067.0
83	1032650068.0
84	1032650069.0
85	1032650064.0
86	1032650062.0
87	1032650052.0
88	1032650053.0
89	1032650054.0
90	1032650060.0
91	1032650059.0
92	1032650055.0
93	1032650056.0
94	1032650057.0
95	1032650058.0
96	1032650020.0
97	1032650018.0
98	1032650019.0
99	1032650048.0
100	1032650049.0
101	1032650050.0
102	1032650051.0
103	1032650073.0
104	1032650074.0
105	1032650075.0
106	1032650139.0
107	1032650142.0
108	1032650143.0
109	1032650114.0
110	1032650115.0
111	1032650116.0
112	1032650118.0
113	1032650119.0
114	1032650141.0
115	1032650140.0
116	1032650144.0
117	1032650145.0
118	1032650146.0
119	1032650147.0
120	1032650148.0
121	1032650120.0
122	1032650121.0
123	1032650122.0
124	1032650123.0
125	1032650124.0
126	1032650108.0
127	1032650109.0
128	1032650111.0
129	1032650112.0
130	1032650125.0
131	1032650126.0
132	1032650127.0
133	1032650128.0
134	1032650129.0
135	1032650130.0
136	1032650117.0
137	1032650131.0
138	1032650136.0
139	1032650138.0
140	1032650132.0
141	1032650133.0
142	1032650134.0
143	1032650135.0
144	1032650137.0
145	1032650405.0
146	1032650406.0
147	1032650407.0
148	1032650408.0
149	1032650409.0
150	1032650410.0
151	1032650442.0
152	1032650443.0
153	1032650419.0
154	1032650420.0
155	1032650421.0
156	1032650452.0
157	1032650453.0
158	1032650454.0
159	1032650455.0
160	1032650456.0
161	1032650444.0
162	1032650445.0
163	1032650446.0
164	1032650447.0
165	1032650448.0
166	1032650449.0
167	1032650450.0
168	1032650451.0
169	1032650464.0
170	1032650465.0
171	1032650466.0
172	1032650467.0
173	1032650468.0
174	1032650418.0
175	1032650416.0
176	1032650417.0
177	1032650411.0
178	1032650413.0
179	1032650415.0
180	1032650429.0
181	1032650430.0
182	1032650431.0
183	1032650432.0
184	1032650433.0
185	1032650434.0
186	1032650435.0
187	1032650436.0
188	1032650414.0
189	1032650412.0
190	1032650399.0
191	1032650400.0
192	1032650469.0
193	1032650470.0
194	1032650404.0
195	1032650402.0
196	1032650403.0
197	1032650401.0
198	1032650398.0
199	1032650396.0
200	1032650397.0
201	1032650395.0
202	1032650437.0
203	1032650438.0
204	1032650439.0
205	1032650440.0
206	1032650441.0
207	1032650428.0
208	1032650423.0
209	1032650424.0
210	1032650425.0
211	1032650426.0
212	1032650427.0
213	1032650461.0
214	1032650462.0
215	1032650463.0
216	1032650457.0
217	1032650458.0
218	1032650459.0
219	1032650460.0
220	1032650631.0
221	1032650632.0
222	1032650633.0
223	1032650634.0
224	1032650635.0
225	1032650636.0
226	1032650637.0
227	1032650638.0
228	1032650639.0
229	1032650630.0
230	1032650628.0
231	1032650629.0
232	1032650626.0
233	1032650627.0
234	1032650644.0
235	1032650640.0
236	1032650641.0
237	1032650642.0
238	1032650643.0
239	1032650565.0
240	1032650566.0
241	1032650567.0
242	1032650569.0
243	1032650570.0
244	1032650571.0
245	1032650572.0
246	1032650586.0
247	1032650587.0
248	1032650589.0
249	1032650590.0
250	1032650588.0
251	1032650568.0
252	1032650591.0
253	1032650592.0
254	1032650593.0
255	1032650584.0
256	1032650585.0
257	1032650573.0
258	1032650574.0
259	1032650575.0
260	1032650576.0
261	1032650577.0
262	1032650578.0
263	1032650579.0
264	1032650580.0
265	1032650581.0
266	1032650582.0
267	1032650583.0
268	1032650594.0
269	1032650596.0
270	1032650597.0
271	1032650712.0
272	1032650713.0
273	1032650714.0
274	1032650715.0
275	1032650721.0
276	1032650722.0
277	1032650723.0
278	1032650725.0
279	1032650718.0
280	1032650719.0
281	1032650716.0
282	1032650717.0
283	1032650732.0
284	1032650733.0
285	1032650729.0
286	1032650730.0
287	1032650731.0
288	1032650728.0
289	1032650720.0
290	1032650724.0
291	1032650726.0
292	1032650727.0
